-5.6441,-0.84749
-4.1305,0.46663
-10.189,-3.4173
-5.4492,0.82597
-4.3458,1.1807
-7.2718,-1.0619
1.7133,-1.5779
-6.9024,-6.7948
-8.4885,-2.8417
-7.4126,-5.4602
-2.468,2.695
-5.2519,2.2125
-9.086,-5.782
0.23299,0.80783
-8.9512,-3.5839
-7.068,-9.0878
-4.3517,-0.054785
-5.044,0.8774
1.0089,-0.99671
-1.0413,0.2161
0.56441,1.4025
-8.5198,-4.8756
-6.6983,-6.4089
-5.3655,-8.7246
-0.34949,-0.073996
-1.8036,1.2348
-7.0712,-0.41745
-7.8594,-8.4023
-8.233,-1.8383
-3.8728,0.12182
0.83246,-1.5721
-8.4311,-3.2009
-6.6382,-0.27847
-2.2241,1.9945
0.39293,-0.93707
-7.2286,1.1909
-8.6895,-1.414
-8.8456,-5.0427
-4.9115,-8.2816
-7.369,1.2962
-6.3833,-0.31911
-8.6801,-5.4334
-5.6273,-0.92428
-8.6649,-1.7499
-8.5204,-4.743
-1.6158,-0.52005
-6.8008,0.88212
-8.2932,-6.0721
-4.654,1.6204
-0.66837,0.18139
-8.042,-5.3486
-0.12431,0.80954
-9.2165,-6.4566
-8.8643,-2.5816
-8.1618,-6.6432
-9.5529,-7.932
-4.6067,0.54568
-0.89984,0.1967
-10.295,-3.8167
0.35952,-1.4932
-6.9312,-0.55489
-5.8338,-0.12851
-3.3883,0.83117
-8.9486,-3.6502
-8.1343,-1.9677
-7.7855,0.83031
0.75888,-2.8088
-5.7701,-7.8214
-2.5969,0.47222
-8.1946,-3.6793
1.3203,-1.482
-3.9298,2.1592
2.8384,-1.4661
-0.0007448,-0.78894
-2.3494,1.5123
-8.0346,-7.6704
-7.7646,-1.7418
-5.465,1.6695
-6.3121,-7.7283
0.43899,-0.36022
-7.5521,-0.52259
-8.2143,-5.4635
-8.9078,-4.7567
-7.9241,-2.5135
0.0080749,0.88651
-6.9282,0.25451
-6.1219,-6.7145
-3.026,0.75342
-6.861,2.6344
-1.8692,0.86695
-6.9333,0.48732
-6.839,-2.3984
-4.9156,-6.7247
-1.5551,1.8917
-8.9303,-7.2889
-8.2546,-2.5451
-8.0165,-5.0317
-4.9269,2.0413
-8.0347,-6.286
-7.7095,-3.8694
-8.4301,-5.6666
-0.0069248,0.89957
1.0443,-0.50363
0.34309,-0.93785
-8.1145,-6.2011
-1.6005,-1.9298
-5.7816,2.0217
-5.5495,0.34061
-6.3722,-7.6974
-7.253,-8.4774
-3.0384,-0.25114
-5.1751,1.8529
-1.0187,0.68246
-2.013,-0.16131
-9.5701,-0.86174
-7.4598,-8.6203
-1.4406,1.6618
-8.3484,-7.2658
-8.9786,-6.008
-4.8507,1.5448
-3.4926,3.7241
-8.004,-4.8924
-4.7974,1.5626
-6.8935,0.83717
-6.1765,-7.4082
-8.3277,0.55837
-6.7416,-0.7765
1.4446,-1.128
-5.1428,0.33748
-1.1708,0.57118
2.9945,-1.8973
0.088541,0.69006
-4.1019,0.70773
-2.4132,1.8282
-9.7996,-1.5861
-5.9994,2.1483
-8.922,-2.1456
0.1279,2.5253
-10.056,-6.0011
-0.88305,-2.8217
-8.8321,-1.8641
-2.9399,1.2066
1.1078,0.41532
-0.21872,-2.3295
-7.0181,-6.7713
-7.9463,-4.4974
-6.3648,-5.4185
-7.4747,-8.8863
-5.4,2.1023
-3.3005,-0.39304
-7.2892,-5.0845
-6.8526,-0.02027
-7.2317,0.070452
-7.7664,-5.0084
-2.5071,0.6592
-6.3359,1.1808
-2.6046,0.3356
-0.95021,-0.8513
-7.0099,-7.7114
-7.8658,-1.3041
-6.0314,1.704
-0.94131,1.5324
-9.2735,-4.8141
-6.3075,-9.0691
1.1032,-1.4645
-10.923,-1.7352
-8.8687,-7.4642
-7.9497,-4.4243
-4.6054,-9.1606
-5.8481,-7.22
0.53682,1.756
-8.2472,-2.7883
-6.8443,-1.1082
-6.3766,0.67419
-6.7849,0.3093
-8.2952,-6.7138
-4.0858,-0.98643
-7.0737,-7.2312
-8.4991,-2.1292
-8.6718,-1.8697
-7.3687,-0.33027
-7.2833,-3.3859
-2.0717,-0.072918
-7.3089,-5.5655
-5.042,0.97393
-5.1312,0.97369
-10.342,-4.7348
-3.3417,2.073
-2.4205,0.14591
-9.7523,-1.7349
0.037988,-0.48023
-7.7445,0.055166
-6.3461,-1.6038
-4.1886,2.003
-8.4427,-1.7129
-2.8524,1.3714
-3.6737,1.8823
-7.8368,-0.73035
-6.7249,0.73882
-7.5695,-4.5325
1.4201,0.40553
-0.98219,1.2624
0.61966,-0.99586
-8.0797,-1.6836
0.37002,-1.7229
-4.7438,0.90899
-4.0157,0.54324
-6.9486,-6.41
-7.5034,-2.4037
